column_name,column_type,null,key,default,extra
te_air_ic_in__2,DOUBLE,YES,,,
te_air_ic_out__2,DOUBLE,YES,,,
pd_air_ic__2,DOUBLE,YES,,,
te_cw_ic_in__2,DOUBLE,YES,,,
re_load_low_offset_chief__9,DOUBLE,YES,,,
re_load_low_offset_chief__10,DOUBLE,YES,,,
re_load_high_offset_chief__9,DOUBLE,YES,,,
re_load_high_offset_chief__10,DOUBLE,YES,,,
le_exhv_stroke_opening__8,DOUBLE,YES,,,
le_exhv_stroke_opening__9,DOUBLE,YES,,,
le_exhv_stroke_opening__10,DOUBLE,YES,,,
le_exhv_stroke_close__8,DOUBLE,YES,,,
le_exhv_stroke_close__9,DOUBLE,YES,,,
le_exhv_stroke_close__10,DOUBLE,YES,,,
ti_exhv_delay_close__8,DOUBLE,YES,,,
ti_exhv_delay_close__9,DOUBLE,YES,,,
ti_exhv_delay_close__10,DOUBLE,YES,,,
ti_exhv_delay_open__8,DOUBLE,YES,,,
ti_exhv_delay_open__9,DOUBLE,YES,,,
ti_exhv_delay_open__10,DOUBLE,YES,,,
ec_exhv_position_close__8,DOUBLE,YES,,,
ec_exhv_position_close__9,DOUBLE,YES,,,
ec_exhv_position_close__10,DOUBLE,YES,,,
re_melub_feedrate_adjust__8,DOUBLE,YES,,,
re_melub_feedrate_adjust__9,DOUBLE,YES,,,
re_melub_feedrate_adjust__10,DOUBLE,YES,,,
mr_melub_feedrate_run_in__8,DOUBLE,YES,,,
mr_melub_feedrate_run_in__9,DOUBLE,YES,,,
mr_melub_feedrate_run_in__10,DOUBLE,YES,,,
re_eng_chief_index_limit__7,DOUBLE,YES,,,
re_eng_chief_index_limit__8,DOUBLE,YES,,,
re_eng_chief_index_limit__9,DOUBLE,YES,,,
re_eng_chief_index_limit__10,DOUBLE,YES,,,
re_fuel_plunger_stroke_valid__6,DOUBLE,YES,,,
re_fuel_plunger_stroke_valid__7,DOUBLE,YES,,,
re_fuel_plunger_stroke_valid__8,DOUBLE,YES,,,
re_fuel_plunger_stroke_valid__9,DOUBLE,YES,,,
re_fuel_plunger_stroke_valid__10,DOUBLE,YES,,,
ti_fuel_inj_close_start__6,DOUBLE,YES,,,
ti_fuel_inj_close_start__7,DOUBLE,YES,,,
ti_fuel_inj_close_start__8,DOUBLE,YES,,,
ti_fuel_inj_close_start__9,DOUBLE,YES,,,
ti_fuel_inj_close_start__10,DOUBLE,YES,,,
an_exhv_open_request__6,DOUBLE,YES,,,
an_exhv_open_request__7,DOUBLE,YES,,,
an_exhv_open_request__8,DOUBLE,YES,,,
an_exhv_open_request__9,DOUBLE,YES,,,
an_exhv_open_request__10,DOUBLE,YES,,,
an_exhv_close_request__6,DOUBLE,YES,,,
an_exhv_close_request__7,DOUBLE,YES,,,
an_exhv_close_request__8,DOUBLE,YES,,,
an_exhv_close_request__9,DOUBLE,YES,,,
an_exhv_close_request__10,DOUBLE,YES,,,
ti_fuel_inj_close__6,DOUBLE,YES,,,
ti_fuel_inj_close__7,DOUBLE,YES,,,
ti_fuel_inj_close__8,DOUBLE,YES,,,
ti_fuel_inj_close__9,DOUBLE,YES,,,
ti_fuel_inj_close__10,DOUBLE,YES,,,
in_fuel_inj_profile_no__6,DOUBLE,YES,,,
in_fuel_inj_profile_no__7,DOUBLE,YES,,,
in_fuel_inj_profile_no__8,DOUBLE,YES,,,
in_fuel_inj_profile_no__9,DOUBLE,YES,,,
in_fuel_inj_profile_no__10,DOUBLE,YES,,,
an_fuel_prim_inject_angle_order__6,DOUBLE,YES,,,
an_fuel_prim_inject_angle_order__7,DOUBLE,YES,,,
an_fuel_prim_inject_angle_order__8,DOUBLE,YES,,,
an_fuel_prim_inject_angle_order__9,DOUBLE,YES,,,
an_fuel_prim_inject_angle_order__10,DOUBLE,YES,,,
pd_pmax_dev_avg__6,DOUBLE,YES,,,
pd_pmax_dev_avg__7,DOUBLE,YES,,,
pd_pmax_dev_avg__8,DOUBLE,YES,,,
pd_pmax_dev_avg__9,DOUBLE,YES,,,
pd_pmax_dev_avg__10,DOUBLE,YES,,,
pd_pcomp_dev_avg__6,DOUBLE,YES,,,
pd_pcomp_dev_avg__7,DOUBLE,YES,,,
pd_pcomp_dev_avg__8,DOUBLE,YES,,,
pd_pcomp_dev_avg__9,DOUBLE,YES,,,
pd_pcomp_dev_avg__10,DOUBLE,YES,,,
pd_mip_dev_avg__6,DOUBLE,YES,,,
pd_mip_dev_avg__7,DOUBLE,YES,,,
pd_mip_dev_avg__8,DOUBLE,YES,,,
pd_mip_dev_avg__9,DOUBLE,YES,,,
pd_mip_dev_avg__10,DOUBLE,YES,,,
bo_cw_circ_pump_run,BOOLEAN,YES,,,
te_lub_tc_out__2,DOUBLE,YES,,,
te_exh_turb_in__2,DOUBLE,YES,,,
te_exh_turb_out__2,DOUBLE,YES,,,
fr_tc__2,DOUBLE,YES,,,
pr_lub_tc_in__2,DOUBLE,YES,,,
te_air_comp_in_a__2,DOUBLE,YES,,,
pr_exh_turb_out__2,DOUBLE,YES,,,
pd_air_comp_filter__2,DOUBLE,YES,,,
fr_tc_iso__2,DOUBLE,YES,,,
te_exh_turb_in_iso__2,DOUBLE,YES,,,
te_exh_turb_out_iso__2,DOUBLE,YES,,,
te_cyl_liner_ams__12,DOUBLE,YES,,,
te_cyl_liner_ams__13,DOUBLE,YES,,,
te_cyl_liner_ams__14,DOUBLE,YES,,,
te_cyl_liner_ams__15,DOUBLE,YES,,,
te_cyl_liner_ams__16,DOUBLE,YES,,,
te_cyl_liner_ams__17,DOUBLE,YES,,,
pr_expansion_press_min_limit__7,DOUBLE,YES,,,
pr_expansion_press_min_limit__8,DOUBLE,YES,,,
re_sf_pcyl_dp_dt_limit__7,DOUBLE,YES,,,
re_sf_pcyl_dp_dt_limit__8,DOUBLE,YES,,,
te_air_comp_in_b__2,DOUBLE,YES,,,
pr_air_comp__2,DOUBLE,YES,,,
fr_tc_ecs__2,DOUBLE,YES,,,
pr_piv_activation__7,DOUBLE,YES,,,
re_pcomp_pscav_adjustment_acco__9,DOUBLE,YES,,,
re_pcomp_pscav_adjustment_acco__10,DOUBLE,YES,,,
pr_prise_adjustment_acco__9,DOUBLE,YES,,,
pr_prise_adjustment_acco__10,DOUBLE,YES,,,
pr_pmax_ordered_acco__9,DOUBLE,YES,,,
pr_pmax_ordered_acco__10,DOUBLE,YES,,,
pr_pmax_acco__9,DOUBLE,YES,,,
pr_pmax_acco__10,DOUBLE,YES,,,
pr_pcomp_ordered_acco__9,DOUBLE,YES,,,
pr_pcomp_ordered_acco__10,DOUBLE,YES,,,
pr_pcomp_acco__9,DOUBLE,YES,,,
pr_pcomp_acco__10,DOUBLE,YES,,,
pr_prise_ordered_acco__9,DOUBLE,YES,,,
pr_prise_ordered_acco__10,DOUBLE,YES,,,
pr_prise_acco__9,DOUBLE,YES,,,
pr_prise_acco__10,DOUBLE,YES,,,
re_mip_sf_adjustment_acco__9,DOUBLE,YES,,,
re_mip_sf_adjustment_acco__10,DOUBLE,YES,,,
re_mip_fo_adjustment_acco__9,DOUBLE,YES,,,
re_mip_fo_adjustment_acco__10,DOUBLE,YES,,,
se_mip_ordered_acco__9,DOUBLE,YES,,,
se_mip_ordered_acco__10,DOUBLE,YES,,,
se_mip_acco__9,DOUBLE,YES,,,
se_mip_acco__10,DOUBLE,YES,,,
te_lub_tc_out__3,DOUBLE,YES,,,
te_exh_turb_in__3,DOUBLE,YES,,,
te_exh_turb_out__3,DOUBLE,YES,,,
fr_tc__3,DOUBLE,YES,,,
pr_lub_tc_in__3,DOUBLE,YES,,,
te_air_comp_in_a__3,DOUBLE,YES,,,
pr_exh_turb_out__3,DOUBLE,YES,,,
pd_air_comp_filter__3,DOUBLE,YES,,,
te_air_comp_in_b__3,DOUBLE,YES,,,
te_coil_pist_out__11,DOUBLE,YES,,,
te_lub_mbear_out__14,DOUBLE,YES,,,
pr_cw_ic_in__3,DOUBLE,YES,,,
te_cw_cyl_out_ht__11,DOUBLE,YES,,,
te_air_scav_cyl__11,DOUBLE,YES,,,
te_exh_cyl_out__11,DOUBLE,YES,,,
te_cw_ic_out__3,DOUBLE,YES,,,
te_air_ic_in__3,DOUBLE,YES,,,
te_air_ic_out__3,DOUBLE,YES,,,
pd_air_ic__3,DOUBLE,YES,,,
te_cw_cover_out__11,DOUBLE,YES,,,
te_lub_chbear_out__22,DOUBLE,YES,,,
te_lub_chbear_out__23,DOUBLE,YES,,,
te_lub_cpbear_out__11,DOUBLE,YES,,,
te_cw_ic_in__3,DOUBLE,YES,,,
se_mip__11,DOUBLE,YES,,,
pr_cyl_max__11,DOUBLE,YES,,,
pr_cyl_comp__11,DOUBLE,YES,,,
mr_luboil_cyl_in_feedrate__11,DOUBLE,YES,,,
pr_pmax_offset_chief__11,DOUBLE,YES,,,
re_pcomp_pscav_offset_chief__11,DOUBLE,YES,,,
an_exh_valve_open_offset_chief__11,DOUBLE,YES,,,
re_pcomp_pscav__11,DOUBLE,YES,,,
te_cyl_liner_wall_pump__11,DOUBLE,YES,,,
te_cyl_liner_wall_exh__11,DOUBLE,YES,,,
ec_fuel_plunger_stroke_meas__11,DOUBLE,YES,,,
te_exh_turb_out_iso__3,DOUBLE,YES,,,
fr_tc_iso__3,DOUBLE,YES,,,
te_exh_turb_in_iso__3,DOUBLE,YES,,,
pd_cyl_max_dev__11,DOUBLE,YES,,,
pd_cyl_comp_dev__11,DOUBLE,YES,,,
se_mip_dev__11,DOUBLE,YES,,,
re_load_low_offset_chief__11,DOUBLE,YES,,,
re_load_high_offset_chief__11,DOUBLE,YES,,,
pr_expansion_press_min_limit__9,DOUBLE,YES,,,
pr_expansion_press_min_limit__10,DOUBLE,YES,,,
re_sf_pcyl_dp_dt_limit__9,DOUBLE,YES,,,
re_sf_pcyl_dp_dt_limit__10,DOUBLE,YES,,,
ti_msec_adjust_acco__8,DOUBLE,YES,,,
ti_msec_adjust_acco__9,DOUBLE,YES,,,
ti_msec_adjust_acco__10,DOUBLE,YES,,,
pr_piv_activation__8,DOUBLE,YES,,,
pr_piv_activation__9,DOUBLE,YES,,,
pr_piv_activation__10,DOUBLE,YES,,,
bo_pco_cyl_out_no_flow__7,BOOLEAN,YES,,,
bo_oil_leak_cylinder__7,BOOLEAN,YES,,,
re_total_sf_quality_offset,DOUBLE,YES,,,
ti_fuel_eng_ordered__0,DOUBLE,YES,,,
ti_fuel_eng_ordered__1,DOUBLE,YES,,,
re_fuel_idx__0,DOUBLE,YES,,,
re_fuel_idx__1,DOUBLE,YES,,,
re_eng_load_fuel__0,DOUBLE,YES,,,
re_eng_load_fuel__1,DOUBLE,YES,,,
re_fuel_online_corr__0,DOUBLE,YES,,,
re_fuel_online_corr__1,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__0,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__1,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__2,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__3,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__4,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__5,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__6,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__7,DOUBLE,YES,,,
bo_double_pipe_vent_remote_local__0,BOOLEAN,YES,,,
bo_double_pipe_vent_remote_local__1,BOOLEAN,YES,,,
bo_sf_ss_pressure_start_ok,BOOLEAN,YES,,,
bo_sf_ss_pressure_ok,BOOLEAN,YES,,,
bo_sf_ss_ready_local_fail,BOOLEAN,YES,,,
bo_sf_ss_start_stop,BOOLEAN,YES,,,
in_sf_safety_state,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__0,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__1,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__2,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__3,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__4,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__5,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__6,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__7,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__0,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__1,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__2,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__3,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__4,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__5,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__6,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__7,DOUBLE,YES,,,
re_pilot_profile_offset_gain__0,DOUBLE,YES,,,
re_pilot_profile_offset_gain__1,DOUBLE,YES,,,
re_pilot_profile_offset_gain__2,DOUBLE,YES,,,
re_pilot_profile_offset_gain__3,DOUBLE,YES,,,
re_pilot_profile_offset_gain__4,DOUBLE,YES,,,
re_pilot_profile_offset_gain__5,DOUBLE,YES,,,
re_pilot_profile_offset_gain__6,DOUBLE,YES,,,
re_pilot_profile_offset_gain__7,DOUBLE,YES,,,
bo_pco_cyl_out_no_flow__8,BOOLEAN,YES,,,
bo_oil_leak_cylinder__8,BOOLEAN,YES,,,
te_cyl_liner_ams__18,DOUBLE,YES,,,
te_cyl_liner_ams__19,DOUBLE,YES,,,
te_cyl_liner_ams__20,DOUBLE,YES,,,
te_cyl_liner_ams__21,DOUBLE,YES,,,
vo_melub_bn_low_total,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__8,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__9,DOUBLE,YES,,,
ti_fuel_prim_inj_gov__10,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__8,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__9,DOUBLE,YES,,,
an_fuel_sec_inject_angle_order__10,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__8,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__9,DOUBLE,YES,,,
ti_fuel_sec_inj_gov__10,DOUBLE,YES,,,
ti_hour_egr_gas_flow_ii,DOUBLE,YES,,,
ti_hour_egr_gas_flow_iii,DOUBLE,YES,,,
in_egr_aux_blower_status,DOUBLE,YES,,,
bo_egr_stop_fail,BOOLEAN,YES,,,
bo_egr_shutd_fail,BOOLEAN,YES,,,
re_scav_02_estimat,DOUBLE,YES,,,
sf_egr_gas_flow,DOUBLE,YES,,,
sf_egr_gas_flow_setp,DOUBLE,YES,,,
re_scav_02_setp,DOUBLE,YES,,,
bo_wts_run_cmd_1730,BOOLEAN,YES,,,
bo_wts_run_cmd_rec_1731,BOOLEAN,YES,,,
bo_pwcp_setp_1706,BOOLEAN,YES,,,
bo_pwcp_feedb_1708,BOOLEAN,YES,,,
bo_twsp_setp_1724,BOOLEAN,YES,,,
bo_twsp_feedb_1726,BOOLEAN,YES,,,
re_pilot_profile_offset_gain__8,DOUBLE,YES,,,
re_pilot_profile_offset_gain__9,DOUBLE,YES,,,
re_pilot_profile_offset_gain__10,DOUBLE,YES,,,
sc_pw_cunduct_1621,DOUBLE,YES,,,
sc_pw_cunduct_fwsv_limit,DOUBLE,YES,,,
an_phase_diff,DOUBLE,YES,,,
pr_cw_ic_whr_in_common,DOUBLE,YES,,,
te_cw_ic_whr_in_common,DOUBLE,YES,,,
te_cw_ic_whr_out_common,DOUBLE,YES,,,
bo_sf_so_system_ready,BOOLEAN,YES,,,
bo_sf_so_system_failure,BOOLEAN,YES,,,
bo_sou_tank_vent_run,BOOLEAN,YES,,,
re_sf_cso_hc_sensor,DOUBLE,YES,,,
in_sf_so_state,DOUBLE,YES,,,
te_lub_mbear_out___1,DOUBLE,YES,,,
pid,VARCHAR,YES,,,
